User_Location,Artisan_Location,Skill_Type,Availability,Scheduling_Preference,Artisan_Name
Edo,Edo,Plumber,Not Available,On-Demand,Oluwatobi Adebiyi
Rivers,Rivers,Dressmaker,Not Available,On-Demand,Oluwatoyin Ojo
Ondo,Ondo,Event Planner,Not Available,On-Demand,Chizoba Okafor
Kwara,Kwara,Welder,Available,On-Demand,Umar Umar
Borno,Borno,Caterer,Available,On-Demand,Chukwudi Okafor
Edo,Edo,Graphic Designer,Available,On-Demand,Oluwatobi Adebiyi
Bayelsa,Bayelsa,Shoe Cobbler,Not Available,Advance,Uchechi Okafor
Lagos,Lagos,Caterer,Not Available,Advance,Olumide Adebiyi
Ondo,Ondo,Plumber,Not Available,On-Demand,Chinonso Eze
Borno,Borno,Tailor,Available,Advance,Hauwa Ali
Rivers,Rivers,Mechanic,Not Available,On-Demand,Olumide Ogunlana
Kaduna,Kaduna,Graphic Designer,Available,On-Demand,Hauwa Yusuf
Taraba,Taraba,Mechanic,Not Available,Advance,Olumide Ojo
Akwa Ibom,Akwa Ibom,Dressmaker,Available,On-Demand,Abubakar Yusuf
Niger,Niger,Dressmaker,Not Available,On-Demand,Chizoba Eze
Delta,Delta,Graphic Designer,Not Available,On-Demand,Chizoba Okeke
Kaduna,Kaduna,Makeup Artist,Available,On-Demand,Aisha Muhammad
Yobe,Yobe,Tailor,Available,Advance,Yusuf Ibrahim
Edo,Edo,Tiler,Available,Advance,Chinonso Onyeka
Nasarawa,Nasarawa,Barber,Not Available,Advance,Oluwatoyin Adebiyi
Kogi,Kogi,Welder,Available,Advance,Abubakar Sani
Taraba,Taraba,Hairdresser,Available,On-Demand,Sadiya Yusuf
Ebonyi,Ebonyi,Plumber,Available,On-Demand,Olumide Ajayi
Bayelsa,Bayelsa,Interior Decorator,Available,On-Demand,Babatunde Adegbola
Anambra,Anambra,Photographer,Not Available,Advance,Chidinma Nwankwo
Adamawa,Adamawa,Graphic Designer,Not Available,Advance,Babatunde Ogunlana
Taraba,Taraba,Event Planner,Not Available,On-Demand,Chukwudi Okeke
Ogun,Ogun,Electrician,Available,Advance,Uchechi Ibe
Bauchi,Bauchi,Dressmaker,Not Available,On-Demand,Adetokunbo Adegbola
Borno,Borno,Gardener,Available,On-Demand,Fatima Muhammad
Enugu,Enugu,Event Planner,Not Available,Advance,Abubakar Umar
Kebbi,Kebbi,Painter,Available,On-Demand,Umar Yusuf
Lagos,Lagos,Plumber,Available,Advance,Oluwakemi Adebiyi
Imo,Imo,Shoe Cobbler,Not Available,On-Demand,Oluwakemi Ogunleye
Ondo,Ondo,Makeup Artist,Available,On-Demand,Umar Yusuf
Akwa Ibom,Akwa Ibom,Tiler,Not Available,On-Demand,Sadiya Ali
Borno,Borno,Photographer,Not Available,On-Demand,Olufemi Adegbola
Ondo,Ondo,Shoe Cobbler,Not Available,On-Demand,Abubakar Umar
Delta,Delta,Painter,Not Available,On-Demand,Oluwaseun Adeyemi
Katsina,Katsina,Caterer,Available,On-Demand,Fatima Ibrahim
Benue,Benue,Welder,Available,Advance,Adetokunbo Ojo
Lagos,Lagos,Dressmaker,Available,On-Demand,Aisha Ibrahim
Nasarawa,Nasarawa,Interior Decorator,Not Available,On-Demand,Babatunde Ojo
Kano,Kano,Interior Decorator,Not Available,Advance,Sadiya Yusuf
Ekiti,Ekiti,Interior Decorator,Available,On-Demand,Ifeoma Nwankwo
Katsina,Katsina,Dressmaker,Available,On-Demand,Chinonso Nwankwo
Adamawa,Adamawa,Graphic Designer,Not Available,Advance,Aisha Umar
Rivers,Rivers,Interior Decorator,Available,Advance,Chidinma Okoye
Nasarawa,Nasarawa,Makeup Artist,Not Available,On-Demand,Sadiya Muhammad
Niger,Niger,Plumber,Available,On-Demand,Adetokunbo Adeyemi
Sokoto,Sokoto,Makeup Artist,Available,Advance,Babatunde Adegbola
Oyo,Oyo,Mechanic,Not Available,Advance,Oluwatoyin Ajayi
Zamfara,Zamfara,Interior Decorator,Not Available,On-Demand,Adetokunbo Olawale
Bayelsa,Bayelsa,Barber,Not Available,Advance,Sadiya Sani
Lagos,Lagos,Carpenter,Not Available,Advance,Olumide Ojo
Zamfara,Zamfara,Electrician,Not Available,Advance,Hauwa Yusuf
Nasarawa,Nasarawa,Tiler,Available,Advance,Aisha Muhammad
Taraba,Taraba,Electrician,Available,On-Demand,Hauwa Yusuf
Gombe,Gombe,Tiler,Available,Advance,Adetokunbo Ogunleye
Kaduna,Kaduna,Event Planner,Available,Advance,Adetokunbo Adebiyi
Bayelsa,Bayelsa,Painter,Available,On-Demand,Ifeoma Okeke
Adamawa,Adamawa,Mechanic,Available,Advance,Obinna Okafor
Kano,Kano,Plumber,Not Available,On-Demand,Chizoba Onyeka
Taraba,Taraba,Interior Decorator,Not Available,On-Demand,Aisha Umar
Niger,Niger,Makeup Artist,Not Available,Advance,Oluwaseun Adeyemi
Lagos,Lagos,Barber,Available,Advance,Fatima Hassan
Sokoto,Sokoto,Event Planner,Not Available,Advance,Olufemi Adeyemi
Imo,Imo,Graphic Designer,Available,On-Demand,Hauwa Muhammad
Jigawa,Jigawa,Photographer,Not Available,On-Demand,Chizoba Okafor
Jigawa,Jigawa,Painter,Available,Advance,Nneka Eze
Plateau,Plateau,Mechanic,Not Available,On-Demand,Chukwudi Okafor
Niger,Niger,Welder,Not Available,Advance,Uchechi Nwankwo
Oyo,Oyo,Dressmaker,Not Available,Advance,Ifeoma Okafor
Ekiti,Ekiti,Hairdresser,Not Available,Advance,Olufemi Ojo
Adamawa,Adamawa,Barber,Available,On-Demand,Olumide Adegbola
Plateau,Plateau,Gardener,Not Available,Advance,Oluwaseun Ogunleye
Jigawa,Jigawa,Interior Decorator,Not Available,On-Demand,Oluwakemi Olawale
Edo,Edo,Gardener,Not Available,Advance,Ifeoma Eze
Bayelsa,Bayelsa,Makeup Artist,Available,Advance,Oluwaseun Ogunleye
Abia,Abia,Tiler,Available,Advance,Umar Abubakar
Abia,Abia,Makeup Artist,Available,On-Demand,Abubakar Hassan
Adamawa,Adamawa,Mechanic,Not Available,On-Demand,Oluwatoyin Ogunlana
Osun,Osun,Graphic Designer,Not Available,Advance,Umar Abubakar
Bayelsa,Bayelsa,Electrician,Not Available,On-Demand,Olufemi Ajayi
Edo,Edo,Shoe Cobbler,Available,On-Demand,Hauwa Hassan
Rivers,Rivers,Makeup Artist,Available,On-Demand,Olufemi Ojo
Adamawa,Adamawa,Photographer,Not Available,On-Demand,Oluwaseun Ajayi
Plateau,Plateau,Painter,Not Available,Advance,Abubakar Ali
Taraba,Taraba,Barber,Available,On-Demand,Olumide Adebiyi
Bauchi,Bauchi,Shoe Cobbler,Not Available,On-Demand,Chizoba Nwankwo
Edo,Edo,Plumber,Not Available,On-Demand,Chukwudi Okafor
Katsina,Katsina,Plumber,Available,On-Demand,Olufemi Ojo
Anambra,Anambra,Carpenter,Not Available,On-Demand,Chizoba Okafor
Nasarawa,Nasarawa,Graphic Designer,Not Available,On-Demand,Chidinma Okoye
Sokoto,Sokoto,Electrician,Available,Advance,Oluwatoyin Ajayi
Enugu,Enugu,Hairdresser,Not Available,On-Demand,Chinonso Okafor
Imo,Imo,Plumber,Available,On-Demand,Umar Ali
Bayelsa,Bayelsa,Furniture Maker,Available,Advance,Ifeoma Eze
Taraba,Taraba,Tiler,Available,Advance,Aisha Ali
Ondo,Ondo,Mechanic,Not Available,Advance,Chukwudi Okeke
Nasarawa,Nasarawa,Barber,Not Available,Advance,Yusuf Sani
Jigawa,Jigawa,Tailor,Not Available,Advance,Chizoba Okafor
Ondo,Ondo,Event Planner,Available,Advance,Olumide Ogunleye
Jigawa,Jigawa,Mechanic,Available,Advance,Hauwa Ibrahim
Cross River,Cross River,Graphic Designer,Available,On-Demand,Babatunde Ojo
Gombe,Gombe,Gardener,Not Available,Advance,Chinonso Nwankwo
Enugu,Enugu,Gardener,Not Available,On-Demand,Babatunde Olawale
Kano,Kano,Carpenter,Not Available,Advance,Aisha Muhammad
Kwara,Kwara,Carpenter,Not Available,Advance,Chinonso Okafor
Kebbi,Kebbi,Event Planner,Available,On-Demand,Yusuf Muhammad
Rivers,Rivers,Tailor,Not Available,Advance,Ifeoma Ibe
Kwara,Kwara,Tailor,Not Available,On-Demand,Uchechi Ibe
Borno,Borno,Painter,Available,On-Demand,Oluwaseun Adeyemi
Benue,Benue,Dressmaker,Not Available,Advance,Nneka Okafor
Osun,Osun,Mechanic,Available,Advance,Olumide Ajayi
Ebonyi,Ebonyi,Interior Decorator,Available,Advance,Nneka Okoye
Abia,Abia,Dressmaker,Not Available,Advance,Chukwudi Okeke
Abia,Abia,Mechanic,Available,Advance,Babatunde Ogunleye
Oyo,Oyo,Hairdresser,Available,Advance,Chizoba Onyeka
Akwa Ibom,Akwa Ibom,Gardener,Available,On-Demand,Hauwa Muhammad
Kogi,Kogi,Event Planner,Available,Advance,Oluwakemi Adebiyi
Cross River,Cross River,Welder,Available,On-Demand,Adetokunbo Ogunleye
Lagos,Lagos,Painter,Available,Advance,Oluwakemi Ogunlana
Borno,Borno,Furniture Maker,Available,Advance,Sadiya Sani
Ondo,Ondo,Furniture Maker,Not Available,Advance,Sadiya Ali
Kwara,Kwara,Carpenter,Available,On-Demand,Aliyu Yusuf
Ondo,Ondo,Tiler,Available,On-Demand,Hauwa Sani
Kebbi,Kebbi,Furniture Maker,Not Available,On-Demand,Ifeoma Okafor
Ondo,Ondo,Shoe Cobbler,Not Available,On-Demand,Hauwa Umar
Benue,Benue,Barber,Not Available,Advance,Olumide Adegbola
Abia,Abia,Gardener,Not Available,On-Demand,Babatunde Adeyemi
Benue,Benue,Barber,Available,On-Demand,Ifeoma Okafor
Delta,Delta,Hairdresser,Available,Advance,Olufemi Adeyemi
Yobe,Yobe,Plumber,Not Available,Advance,Sadiya Abubakar
Ekiti,Ekiti,Furniture Maker,Not Available,Advance,Obinna Okafor
Kano,Kano,Mechanic,Available,On-Demand,Aliyu Yusuf
Imo,Imo,Tailor,Available,Advance,Babatunde Ogunleye
Edo,Edo,Welder,Not Available,Advance,Olufemi Adebiyi
Anambra,Anambra,Interior Decorator,Not Available,On-Demand,Olumide Ogunleye
Edo,Edo,Hairdresser,Not Available,Advance,Ifeoma Nwankwo
Enugu,Enugu,Welder,Available,Advance,Abubakar Muhammad
Bauchi,Bauchi,Mechanic,Not Available,Advance,Umar Umar
Katsina,Katsina,Painter,Not Available,On-Demand,Olumide Adeyemi
Akwa Ibom,Akwa Ibom,Barber,Available,On-Demand,Abubakar Umar
Akwa Ibom,Akwa Ibom,Tiler,Not Available,On-Demand,Nneka Okeke
Borno,Borno,Painter,Available,Advance,Chinonso Okoye
Anambra,Anambra,Event Planner,Available,On-Demand,Oluwatoyin Ajayi
Edo,Edo,Furniture Maker,Available,Advance,Nneka Eze
Rivers,Rivers,Interior Decorator,Not Available,On-Demand,Umar Yusuf
Plateau,Plateau,Plumber,Not Available,Advance,Fatima Umar
Benue,Benue,Dressmaker,Available,On-Demand,Ifeoma Onyeka
Osun,Osun,Makeup Artist,Not Available,On-Demand,Uchechi Okafor
Jigawa,Jigawa,Tiler,Available,Advance,Oluwatoyin Adebiyi
Sokoto,Sokoto,Carpenter,Available,Advance,Sadiya Muhammad
Delta,Delta,Hairdresser,Available,On-Demand,Yusuf Yusuf
Yobe,Yobe,Caterer,Available,Advance,Uchechi Okeke
Enugu,Enugu,Dressmaker,Not Available,Advance,Obinna Okafor
Zamfara,Zamfara,Welder,Not Available,On-Demand,Fatima Abubakar
Plateau,Plateau,Hairdresser,Not Available,On-Demand,Aisha Sani
Plateau,Plateau,Caterer,Available,Advance,Nneka Okeke
Kwara,Kwara,Makeup Artist,Available,On-Demand,Uchechi Okafor
Edo,Edo,Hairdresser,Not Available,On-Demand,Aisha Sani
Abia,Abia,Photographer,Not Available,Advance,Hauwa Abubakar
Kwara,Kwara,Caterer,Available,On-Demand,Oluwatoyin Olawale
Bayelsa,Bayelsa,Mechanic,Not Available,On-Demand,Ifeoma Okafor
Imo,Imo,Painter,Available,Advance,Oluwatoyin Adebiyi
Anambra,Anambra,Barber,Not Available,Advance,Obinna Okoye
Rivers,Rivers,Plumber,Not Available,Advance,Chizoba Nwankwo
Imo,Imo,Shoe Cobbler,Available,On-Demand,Oluwatobi Adeyemi
Yobe,Yobe,Caterer,Available,Advance,Olumide Ogunleye
Abia,Abia,Photographer,Not Available,Advance,Olumide Ajayi
Abia,Abia,Welder,Not Available,On-Demand,Umar Muhammad
Ogun,Ogun,Furniture Maker,Not Available,On-Demand,Olufemi Ajayi
Anambra,Anambra,Painter,Available,Advance,Chidinma Okafor
Borno,Borno,Tailor,Not Available,On-Demand,Olufemi Ajayi
Ondo,Ondo,Carpenter,Available,On-Demand,Oluwaseun Ogunleye
Ogun,Ogun,Shoe Cobbler,Available,Advance,Aliyu Sani
Abia,Abia,Painter,Not Available,Advance,Yusuf Ali
Gombe,Gombe,Tiler,Available,Advance,Aliyu Yusuf
Katsina,Katsina,Carpenter,Not Available,Advance,Olumide Adeyemi
Akwa Ibom,Akwa Ibom,Painter,Available,On-Demand,Sadiya Umar
Anambra,Anambra,Painter,Not Available,On-Demand,Nneka Okoye
Nasarawa,Nasarawa,Hairdresser,Available,Advance,Babatunde Olawale
Oyo,Oyo,Event Planner,Available,Advance,Ifeoma Ibe
Kwara,Kwara,Furniture Maker,Available,Advance,Abubakar Ibrahim
Lagos,Lagos,Dressmaker,Not Available,Advance,Fatima Muhammad
Plateau,Plateau,Event Planner,Available,Advance,Ifeoma Okoye
Benue,Benue,Gardener,Available,On-Demand,Oluwatobi Ogunlana
Bayelsa,Bayelsa,Plumber,Available,On-Demand,Chinonso Ibe
Kaduna,Kaduna,Graphic Designer,Available,On-Demand,Oluwatobi Ajayi
Kano,Kano,Electrician,Not Available,Advance,Oluwatobi Ajayi
Kano,Kano,Welder,Available,Advance,Nneka Nwankwo
Sokoto,Sokoto,Event Planner,Available,On-Demand,Oluwatoyin Adeyemi
Sokoto,Sokoto,Carpenter,Not Available,On-Demand,Nneka Ibe
Ekiti,Ekiti,Graphic Designer,Not Available,On-Demand,Olufemi Adebiyi
Yobe,Yobe,Shoe Cobbler,Not Available,On-Demand,Adetokunbo Adeyemi
Anambra,Anambra,Carpenter,Available,On-Demand,Olufemi Ogunlana
Plateau,Plateau,Hairdresser,Not Available,On-Demand,Ifeoma Onyeka
Taraba,Taraba,Dressmaker,Available,On-Demand,Ifeoma Okeke
Bauchi,Bauchi,Graphic Designer,Available,Advance,Babatunde Adebiyi
Niger,Niger,Electrician,Available,Advance,Oluwatoyin Adegbola
Kogi,Kogi,Graphic Designer,Not Available,On-Demand,Uchechi Eze
Benue,Benue,Gardener,Available,On-Demand,Obinna Ibe
Bauchi,Bauchi,Furniture Maker,Available,Advance,Oluwakemi Ogunleye
Adamawa,Adamawa,Interior Decorator,Available,Advance,Abubakar Ibrahim
Oyo,Oyo,Caterer,Available,On-Demand,Nneka Nwankwo
Bayelsa,Bayelsa,Tailor,Not Available,On-Demand,Abubakar Ali
Ondo,Ondo,Interior Decorator,Available,On-Demand,Oluwatoyin Olawale
Zamfara,Zamfara,Tailor,Not Available,Advance,Olumide Olawale
Kebbi,Kebbi,Painter,Not Available,On-Demand,Abubakar Muhammad
Nasarawa,Nasarawa,Makeup Artist,Available,On-Demand,Oluwakemi Adegbola
Plateau,Plateau,Mechanic,Available,On-Demand,Aisha Abubakar
Jigawa,Jigawa,Tiler,Available,On-Demand,Aisha Ibrahim
Yobe,Yobe,Dressmaker,Not Available,On-Demand,Olumide Ogunleye
Sokoto,Sokoto,Graphic Designer,Available,On-Demand,Aisha Ibrahim
Osun,Osun,Electrician,Not Available,On-Demand,Oluwakemi Adeyemi
Ekiti,Ekiti,Electrician,Available,Advance,Aliyu Yusuf
Benue,Benue,Carpenter,Available,Advance,Nneka Okeke
Osun,Osun,Furniture Maker,Available,On-Demand,Umar Muhammad
Sokoto,Sokoto,Plumber,Not Available,Advance,Chidinma Okafor
Bayelsa,Bayelsa,Interior Decorator,Available,On-Demand,Chinonso Nwankwo
Imo,Imo,Caterer,Available,On-Demand,Aisha Yusuf
Ondo,Ondo,Dressmaker,Not Available,On-Demand,Yusuf Abubakar
Enugu,Enugu,Tiler,Not Available,On-Demand,Oluwatoyin Ogunleye
Nasarawa,Nasarawa,Hairdresser,Available,On-Demand,Oluwakemi Ogunlana
Kaduna,Kaduna,Welder,Available,Advance,Oluwaseun Ojo
Ondo,Ondo,Carpenter,Not Available,On-Demand,Aisha Ibrahim
Ogun,Ogun,Tailor,Available,Advance,Adetokunbo Adeyemi
Zamfara,Zamfara,Photographer,Not Available,Advance,Aisha Sani
Benue,Benue,Barber,Not Available,Advance,Aisha Hassan
Cross River,Cross River,Event Planner,Available,Advance,Oluwatoyin Adegbola
Anambra,Anambra,Event Planner,Available,On-Demand,Olufemi Ogunlana
Oyo,Oyo,Hairdresser,Not Available,On-Demand,Oluwatobi Ojo
Sokoto,Sokoto,Tiler,Not Available,Advance,Yusuf Umar
Akwa Ibom,Akwa Ibom,Barber,Not Available,Advance,Chinonso Ibe
Bauchi,Bauchi,Welder,Available,On-Demand,Yusuf Muhammad
Abia,Abia,Barber,Available,On-Demand,Oluwaseun Ojo
Kaduna,Kaduna,Carpenter,Not Available,On-Demand,Obinna Onyeka
Cross River,Cross River,Tiler,Available,Advance,Adetokunbo Ogunleye
Niger,Niger,Caterer,Not Available,Advance,Umar Ibrahim
Katsina,Katsina,Furniture Maker,Not Available,Advance,Uchechi Onyeka
Bayelsa,Bayelsa,Furniture Maker,Available,On-Demand,Uchechi Okeke
Ogun,Ogun,Barber,Available,On-Demand,Aliyu Ibrahim
Anambra,Anambra,Gardener,Available,Advance,Adetokunbo Adebiyi
Delta,Delta,Electrician,Available,Advance,Uchechi Okeke
Kogi,Kogi,Plumber,Available,Advance,Uchechi Okoye
Lagos,Lagos,Carpenter,Available,Advance,Chinonso Okafor
Oyo,Oyo,Makeup Artist,Not Available,Advance,Oluwakemi Ogunlana
Bauchi,Bauchi,Makeup Artist,Available,Advance,Fatima Ibrahim
Zamfara,Zamfara,Event Planner,Not Available,On-Demand,Oluwatobi Adegbola
Osun,Osun,Tiler,Available,On-Demand,Yusuf Ibrahim
Osun,Osun,Gardener,Not Available,Advance,Oluwakemi Olawale
Yobe,Yobe,Graphic Designer,Available,Advance,Ifeoma Okafor
Bauchi,Bauchi,Hairdresser,Available,On-Demand,Fatima Muhammad
Yobe,Yobe,Carpenter,Available,Advance,Oluwatoyin Ojo
Bayelsa,Bayelsa,Welder,Not Available,Advance,Aisha Sani
Nasarawa,Nasarawa,Tailor,Available,Advance,Obinna Nwankwo
Kwara,Kwara,Plumber,Available,Advance,Umar Ibrahim
Yobe,Yobe,Tailor,Not Available,Advance,Obinna Onyeka
Katsina,Katsina,Event Planner,Not Available,Advance,Chukwudi Okoye
Cross River,Cross River,Tailor,Available,On-Demand,Abubakar Ali
Bayelsa,Bayelsa,Event Planner,Not Available,On-Demand,Aisha Yusuf
Jigawa,Jigawa,Tailor,Available,On-Demand,Oluwaseun Adegbola
Borno,Borno,Shoe Cobbler,Not Available,Advance,Chinonso Onyeka
Ogun,Ogun,Barber,Available,On-Demand,Chidinma Eze
Nasarawa,Nasarawa,Barber,Not Available,Advance,Aliyu Yusuf
Yobe,Yobe,Dressmaker,Not Available,On-Demand,Chidinma Okafor
Imo,Imo,Welder,Not Available,On-Demand,Uchechi Ibe
Kebbi,Kebbi,Mechanic,Available,On-Demand,Oluwatoyin Ogunlana
Benue,Benue,Welder,Available,Advance,Adetokunbo Olawale
Borno,Borno,Tiler,Available,On-Demand,Sadiya Umar
Ondo,Ondo,Painter,Available,On-Demand,Obinna Okafor
Osun,Osun,Barber,Not Available,On-Demand,Obinna Okeke
Akwa Ibom,Akwa Ibom,Hairdresser,Not Available,On-Demand,Chizoba Ibe
Adamawa,Adamawa,Carpenter,Available,Advance,Umar Ibrahim
Bauchi,Bauchi,Tiler,Available,Advance,Adetokunbo Adebiyi
Osun,Osun,Welder,Available,On-Demand,Olumide Ogunleye
Bayelsa,Bayelsa,Makeup Artist,Not Available,On-Demand,Olufemi Adegbola
Kebbi,Kebbi,Tiler,Available,On-Demand,Oluwatoyin Ogunleye
Ogun,Ogun,Furniture Maker,Not Available,Advance,Abubakar Ali
Edo,Edo,Hairdresser,Available,Advance,Yusuf Yusuf
Lagos,Lagos,Mechanic,Not Available,On-Demand,Chukwudi Eze
Yobe,Yobe,Welder,Available,Advance,Oluwatobi Ogunleye
Adamawa,Adamawa,Shoe Cobbler,Not Available,On-Demand,Chizoba Nwankwo
Akwa Ibom,Akwa Ibom,Makeup Artist,Available,Advance,Chukwudi Ibe
Borno,Borno,Tiler,Available,On-Demand,Aisha Muhammad
Cross River,Cross River,Gardener,Not Available,Advance,Hauwa Yusuf
Niger,Niger,Interior Decorator,Not Available,Advance,Uchechi Ibe
Kano,Kano,Barber,Available,Advance,Oluwatoyin Ogunleye
Benue,Benue,Graphic Designer,Not Available,Advance,Abubakar Yusuf
Ogun,Ogun,Interior Decorator,Not Available,Advance,Obinna Onyeka
Ogun,Ogun,Hairdresser,Not Available,On-Demand,Ifeoma Nwankwo
Edo,Edo,Caterer,Available,Advance,Oluwatoyin Adeyemi
Taraba,Taraba,Carpenter,Not Available,On-Demand,Adetokunbo Ojo
Osun,Osun,Electrician,Available,On-Demand,Babatunde Olawale
Ogun,Ogun,Welder,Available,On-Demand,Hauwa Umar
Kano,Kano,Caterer,Available,On-Demand,Oluwakemi Adegbola
Yobe,Yobe,Tiler,Available,On-Demand,Umar Yusuf
Gombe,Gombe,Carpenter,Available,Advance,Adetokunbo Adegbola
Kwara,Kwara,Plumber,Available,On-Demand,Umar Umar
Kogi,Kogi,Caterer,Available,Advance,Oluwatobi Ajayi
Zamfara,Zamfara,Tiler,Available,On-Demand,Chinonso Nwankwo
Bayelsa,Bayelsa,Makeup Artist,Available,On-Demand,Chinonso Okeke
Kaduna,Kaduna,Plumber,Available,On-Demand,Chukwudi Ibe
Rivers,Rivers,Gardener,Not Available,Advance,Chinonso Okeke
Anambra,Anambra,Event Planner,Available,On-Demand,Yusuf Ibrahim
Ekiti,Ekiti,Graphic Designer,Not Available,Advance,Aliyu Ali
Borno,Borno,Tiler,Not Available,On-Demand,Hauwa Abubakar
Lagos,Lagos,Furniture Maker,Not Available,Advance,Oluwatobi Adeyemi
Edo,Edo,Tiler,Not Available,On-Demand,Oluwatobi Ogunleye
Osun,Osun,Carpenter,Not Available,On-Demand,Adetokunbo Adegbola
Delta,Delta,Plumber,Not Available,On-Demand,Umar Ali
Borno,Borno,Painter,Not Available,Advance,Chizoba Ibe
Oyo,Oyo,Photographer,Not Available,On-Demand,Aisha Hassan
Benue,Benue,Electrician,Available,On-Demand,Oluwakemi Olawale
Oyo,Oyo,Caterer,Not Available,On-Demand,Oluwakemi Ogunlana
Bauchi,Bauchi,Painter,Available,On-Demand,Chukwudi Okafor
Cross River,Cross River,Photographer,Available,Advance,Olufemi Adeyemi
Nasarawa,Nasarawa,Carpenter,Not Available,Advance,Nneka Eze
Ondo,Ondo,Event Planner,Not Available,Advance,Umar Yusuf
Benue,Benue,Painter,Available,Advance,Babatunde Ogunleye
Sokoto,Sokoto,Interior Decorator,Available,Advance,Chinonso Ibe
Nasarawa,Nasarawa,Tailor,Not Available,Advance,Chukwudi Okafor
Kano,Kano,Carpenter,Not Available,On-Demand,Chizoba Eze
Abia,Abia,Painter,Available,Advance,Oluwatoyin Adeyemi
Ekiti,Ekiti,Barber,Not Available,On-Demand,Olumide Adebiyi
Sokoto,Sokoto,Carpenter,Available,On-Demand,Oluwaseun Ogunleye
Sokoto,Sokoto,Makeup Artist,Not Available,On-Demand,Ifeoma Okafor
Ogun,Ogun,Furniture Maker,Available,On-Demand,Olufemi Adebiyi
Imo,Imo,Photographer,Not Available,On-Demand,Olumide Ogunlana
Rivers,Rivers,Tailor,Not Available,On-Demand,Fatima Abubakar
Ondo,Ondo,Gardener,Not Available,Advance,Obinna Okafor
Rivers,Rivers,Photographer,Available,Advance,Yusuf Yusuf
Taraba,Taraba,Painter,Available,Advance,Babatunde Adebiyi
Anambra,Anambra,Event Planner,Not Available,On-Demand,Babatunde Ogunlana
Kebbi,Kebbi,Event Planner,Available,On-Demand,Ifeoma Ibe
Enugu,Enugu,Shoe Cobbler,Not Available,On-Demand,Chizoba Ibe
Yobe,Yobe,Shoe Cobbler,Not Available,Advance,Uchechi Nwankwo
Bauchi,Bauchi,Electrician,Not Available,Advance,Abubakar Sani
Borno,Borno,Makeup Artist,Available,Advance,Chukwudi Onyeka
Bauchi,Bauchi,Gardener,Available,Advance,Nneka Eze
Bayelsa,Bayelsa,Electrician,Not Available,On-Demand,Babatunde Ogunlana
Kogi,Kogi,Event Planner,Not Available,On-Demand,Umar Umar
Rivers,Rivers,Caterer,Not Available,Advance,Oluwatoyin Ogunlana
Ogun,Ogun,Tailor,Available,On-Demand,Olumide Adegbola
Ogun,Ogun,Makeup Artist,Available,On-Demand,Olumide Ogunleye
Oyo,Oyo,Electrician,Available,Advance,Nneka Okeke
Oyo,Oyo,Electrician,Available,Advance,Fatima Umar
Kwara,Kwara,Interior Decorator,Not Available,On-Demand,Fatima Yusuf
Yobe,Yobe,Barber,Available,Advance,Obinna Ibe
Imo,Imo,Photographer,Available,Advance,Oluwakemi Adegbola
Sokoto,Sokoto,Dressmaker,Available,Advance,Oluwakemi Olawale
Anambra,Anambra,Dressmaker,Not Available,On-Demand,Oluwaseun Olawale
Sokoto,Sokoto,Tailor,Available,Advance,Adetokunbo Adebiyi
Kaduna,Kaduna,Event Planner,Not Available,On-Demand,Oluwakemi Ogunlana
Lagos,Lagos,Painter,Not Available,On-Demand,Olufemi Ogunlana
Adamawa,Adamawa,Carpenter,Not Available,On-Demand,Olufemi Ojo
Bauchi,Bauchi,Makeup Artist,Available,Advance,Nneka Eze
Kwara,Kwara,Painter,Not Available,On-Demand,Uchechi Okoye
Bayelsa,Bayelsa,Interior Decorator,Not Available,On-Demand,Uchechi Okoye
Benue,Benue,Furniture Maker,Available,Advance,Olumide Olawale
Kwara,Kwara,Tailor,Available,On-Demand,Yusuf Ibrahim
Ogun,Ogun,Plumber,Not Available,Advance,Nneka Nwankwo
Nasarawa,Nasarawa,Makeup Artist,Available,Advance,Chidinma Ibe
Adamawa,Adamawa,Dressmaker,Available,On-Demand,Oluwaseun Ogunleye
Kebbi,Kebbi,Makeup Artist,Available,Advance,Oluwakemi Ajayi
Kebbi,Kebbi,Graphic Designer,Not Available,On-Demand,Chizoba Okafor
Imo,Imo,Event Planner,Not Available,On-Demand,Oluwaseun Adeyemi
Nasarawa,Nasarawa,Barber,Not Available,Advance,Oluwakemi Ajayi
Imo,Imo,Barber,Not Available,Advance,Aliyu Yusuf
